Order_Id,Customer_Name,Customer_Id,Product_Name,Product_Cost
1471,Venu,23,Flatscreen TV,75000
1472,Partha,8,iPhone 8,65000
1473,Sumanth,22,iPhone 8,50000
1474,Siddhu,18,LG Washing Machine,50000
1475,Vinay,10,Macbook Pro Laptop,59000
1476,Shahid,20,Samsung Galaxy S20,63000
1477,Harsha,5,Macbook Pro Laptop,51999
1478,Daniel,6,Bose SoundSport Headphones,63999
1479,Vinay,10,iPhone 9,69000
1480,Mohan,24,Samsung Galaxy S9 Plus,69999
1481,Partha,8,iPhone 11,65000
1482,Harsha,5,ThinkPad Laptop,51999
1483,Kedar,2,27in 4K Gaming Monitor,69000
1484,Mohan,24,LG Mobile,75999
1485,Mohan,24,Samsung Galaxy S9 Plus,69999
1486,Veeru,3,Macbook Pro Laptop,63000
1487,Siddhu,18,iPhone 7s,63000
1488,Shafi,25,iPhone 7s,69000
1489,Mohan,24,iPhone 7s,59000
1490,Balaji,12,Google Phone,55000
1491,Shahid,20,iPhone 8,55000
1492,Veeru,3,iPhone 11,65000
1493,Vijay,9,27in 4K Gaming Monitor,69999
1494,Daniel,6,27in FHD Monitor,51999
1495,Tarun,11,27in FHD Monitor,59000
1496,Jaya Chandra,21,Samsung Galaxy S9 Plus,59000
1497,Partha,8,20in Monitor,69000
1498,Mohan,24,iPhone 11,63000
1499,Balaji,12,Macbook Pro Laptop,65000
1500,Siddhu,18,Flatscreen TV,59000
1501,Chaithanya,14,27in 4K Gaming Monitor,50000
1502,Siddhu,18,LG ThinQ Refrigerator ,65999
1503,Karteek,4,Google Phone,65999
1504,Neelima,19,Bose SoundSport Headphones,69999
1505,Neelima,19,iPhone 9,65999
1506,Shafi,25,Flatscreen TV,59000
1507,Venu,23,LG Washing Machine,63000
1508,Mohan,24,27in 4K Gaming Monitor,69999
1509,Mallikarjun,13,Flatscreen TV,65999
1510,Siddhu,18,iPhone 7s,51999
1511,Shafi,25,Google Phone,69999
1512,Veeru,3,iPhone 9,65999
1513,Nireekshan,1,34in Ultrawide Monitor,60000
1514,Shafi,25,27in 4K Gaming Monitor,65999
1515,Harsha,5,27in 4K Gaming Monitor,55000
1516,Madhurima,7,LG Washing Machine,65000
1517,Pradhan,17,ThinkPad Laptop,75999
1518,Chaithanya,14,LG Washing Machine,59000
1519,Shafi,25,iPhone 7s,55999
1520,Neelima,19,Google Phone,65999
1521,Tarun,11,Apple Airpods Headphones,59000
1522,Mallikarjun,13,27in FHD Monitor,75999
1523,Siddhu,18,iPhone 7s,55999
1524,Nireekshan,1,Flatscreen TV,63000
1525,Harsha,5,LG Mobile,59000
1526,Venu,23,Samsung Galaxy S20,55000
1527,Balaji,12,iPhone 8,75999
1528,Shahid,20,Samsung Galaxy S9 Plus,60000
1529,Shafi,25,27in FHD Monitor,75999
1530,Daniel,6,Google Phone,63000
1531,Nireekshan,1,iPhone 8,75999
1532,Vijay,9,27in FHD Monitor,55999
1533,Venu,23,LG Mobile,69999
1534,Mohan,24,LG ThinQ Refrigerator ,50000
1535,Karteek,4,LG Washing Machine,60000
1536,Partha,8,34in Ultrawide Monitor,55999
1537,Pradhan,17,34in Ultrawide Monitor,51999
1538,Jaya Chandra,21,LG ThinQ Refrigerator ,63999
1539,Sumanth,22,Flatscreen TV,55999
1540,Shahid,20,LG ThinQ Refrigerator ,65000
1541,Harsha,5,ThinkPad Laptop,69999
1542,Pradhan,17,20in Monitor,69000
1543,Daniel,6,27in FHD Monitor,55000
1544,Shafi,25,20in Monitor,51999
1545,Siddhu,18,Samsung Galaxy S20,60000
1546,Mallikarjun,13,Apple Airpods Headphones,55000
1547,Veeru,3,Flatscreen TV,50000
1548,Venu,23,ThinkPad Laptop,55999
1549,Shafi,25,iPhone 7s,63000
1550,Veeru,3,Macbook Pro Laptop,59000
1551,Nireekshan,1,Flatscreen TV,55999
1552,Venki,15,iPhone 11,55999
1553,Vinay,10,Macbook Pro Laptop,69999
1554,Venu,23,Apple iPad 10.2-inch,59000
1555,Mallikarjun,13,Apple Airpods Headphones,50000
1556,Kedar,2,27in FHD Monitor,61000
1557,Balaji,12,Flatscreen TV,65999
1558,Venki,15,iPhone 9,69000
1559,Vijay,9,27in FHD Monitor,69999
1560,Mohan,24,iPhone 11,69999
1561,Vijay,9,iPhone 7s,60000
1562,Vijay,9,Google Phone,63999
1563,Sumanth,22,34in Ultrawide Monitor,69999
1564,Siddhu,18,Samsung Galaxy S20,63000
1565,Madhurima,7,iPhone 11,59000
1566,Partha,8,iPhone 9,65999
1567,Pradhan,17,34in Ultrawide Monitor,65999
1568,Mohan,24,LG Mobile,59000
1569,Neelima,19,LG Mobile,51999
1570,Vijay,9,LG Washing Machine,60000
1571,Vijay,9,Macbook Pro Laptop,65999
1572,Shafi,25,iPhone 7s,65000
1573,Tarun,11,Google Phone,65000
1574,Mohan,24,LG Mobile,69999
1575,Partha,8,Samsung Galaxy S9 Plus,61000
1576,Daniel,6,Apple iPad 10.2-inch,75000
1577,Venu,23,27in 4K Gaming Monitor,63999
1578,Mohan,24,iPhone 8,61000
1579,Lavanya,16,Apple iPad 10.2-inch,65000
1580,Jaya Chandra,21,iPhone 11,75999
1581,Venu,23,Samsung Galaxy S20,61000
1582,Partha,8,Google Phone,63999
1583,Karteek,4,Samsung Galaxy S20,65999
1584,Daniel,6,Apple iPad 10.2-inch,55000
1585,Tarun,11,Samsung Galaxy S9 Plus,75999
1586,Siddhu,18,LG Washing Machine,59000
1587,Chaithanya,14,Apple iPad 10.2-inch,65999
1588,Partha,8,Bose SoundSport Headphones,50000
1589,Kedar,2,Google Phone,63000
1590,Kedar,2,20in Monitor,65000
1591,Neelima,19,Apple Airpods Headphones,60000
1592,Jaya Chandra,21,Flatscreen TV,63000
1593,Mohan,24,iPhone 7s,69000
1594,Shafi,25,iPhone 7s,61000
1595,Shahid,20,LG ThinQ Refrigerator ,55000
1596,Shahid,20,Google Phone,55999
1597,Madhurima,7,Samsung Galaxy S20,51999
1598,Jaya Chandra,21,iPhone 7s,69000
1599,Shahid,20,27in 4K Gaming Monitor,60000
1600,Mallikarjun,13,27in 4K Gaming Monitor,50000
1601,Nireekshan,1,iPhone 7s,55000
1602,Partha,8,LG Washing Machine,61000
1603,Vinay,10,LG Washing Machine,69000
1604,Madhurima,7,LG ThinQ Refrigerator ,55000
1605,Kedar,2,Macbook Pro Laptop,50000
1606,Vijay,9,Bose SoundSport Headphones,50000
1607,Veeru,3,Bose SoundSport Headphones,65999
1608,Harsha,5,Apple iPad 10.2-inch,65999
1609,Shahid,20,27in FHD Monitor,69000
